studentId,fullName,degree,gpa,courseCode,courseTitle,credits,grade
MONO-034,Lara James,B.S. Computer Science,361,CS320,Algorithms,4,A
MONO-034,Lara James,B.S. Computer Science,361,CS201,Programming Languages,4,C
MONO-035,Seth Nguyen,B.A. Economics,315,ECON410,Public Economics,3,A-
MONO-035,Seth Nguyen,B.A. Economics,315,ECON310,Game Theory,3,A
MONO-035,Seth Nguyen,B.A. Economics,315,ECON210,Macroeconomics,3,C
MONO-035,Seth Nguyen,B.A. Economics,315,HIST240,Economic History,3,A-
MONO-035,Seth Nguyen,B.A. Economics,315,ECON340,Econometrics,3,A-
MONO-035,Seth Nguyen,B.A. Economics,315,ECON101,Microeconomics,3,C
MONO-035,Seth Nguyen,B.A. Economics,315,FIN220,Corporate Finance,3,B+
MONO-035,Seth Nguyen,B.A. Economics,315,ECON240,International Trade,4,B
MONO-035,Seth Nguyen,B.A. Economics,315,STAT200,Statistics,4,B+
MONO-035,Seth Nguyen,B.A. Economics,315,MATH210,Linear Algebra,3,C
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,ME210,Thermodynamics,4,A-
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,ENGR300,Engineering Ethics,3,C
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,ME310,Fluid Mechanics,3,B
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,ME420,Control Systems,3,C+
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,ME410,Heat Transfer,4,A-
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,ME101,Engineering Mechanics,3,B+
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,ME230,Materials Science,3,B
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,MATH251,Differential Equations,3,B+
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,ME330,Machine Design,4,A-
MONO-036,Seth Klein,B.S. Mechanical Engineering,349,PHYS121,Physics I,3,A-
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,ME210,Thermodynamics,3,B+
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,ME310,Fluid Mechanics,3,B-
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,ME420,Control Systems,4,B-
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,ME230,Materials Science,3,A
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,ME330,Machine Design,3,B
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,ME101,Engineering Mechanics,4,B+
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,ENGR300,Engineering Ethics,4,C+
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,MATH251,Differential Equations,3,A
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,ME410,Heat Transfer,3,A
MONO-037,Xena Reyes,B.S. Mechanical Engineering,396,PHYS121,Physics I,3,A-
MONO-038,Sam Larsen,B.A. Psychology,381,PSY330,Social Psychology,3,B+
MONO-038,Sam Larsen,B.A. Psychology,381,PSY310,Abnormal Psychology,3,A
MONO-038,Sam Larsen,B.A. Psychology,381,SOC210,Sociology,3,A
MONO-038,Sam Larsen,B.A. Psychology,381,PSY230,Developmental Psychology,3,C+
MONO-038,Sam Larsen,B.A. Psychology,381,PSY101,Intro to Psychology,3,A
MONO-038,Sam Larsen,B.A. Psychology,381,BIO150,Neuroscience,3,B+
MONO-038,Sam Larsen,B.A. Psychology,381,PHIL220,Ethics,3,A
MONO-038,Sam Larsen,B.A. Psychology,381,STAT205,Behavioral Statistics,3,A
MONO-038,Sam Larsen,B.A. Psychology,381,PSY210,Cognitive Psychology,3,C+
MONO-038,Sam Larsen,B.A. Psychology,381,PSY410,Research Methods,3,B-
MONO-039,Lara Stewart,B.A. Economics,319,ECON410,Public Economics,3,B+
MONO-039,Lara Stewart,B.A. Economics,319,ECON340,Econometrics,3,B-
MONO-039,Lara Stewart,B.A. Economics,319,ECON101,Microeconomics,3,C
MONO-039,Lara Stewart,B.A. Economics,319,ECON310,Game Theory,3,A-
MONO-039,Lara Stewart,B.A. Economics,319,ECON210,Macroeconomics,3,B-
MONO-039,Lara Stewart,B.A. Economics,319,HIST240,Economic History,3,A-
MONO-039,Lara Stewart,B.A. Economics,319,STAT200,Statistics,4,C+
MONO-039,Lara Stewart,B.A. Economics,319,ECON240,International Trade,4,A-
MONO-039,Lara Stewart,B.A. Economics,319,MATH210,Linear Algebra,3,B-
MONO-039,Lara Stewart,B.A. Economics,319,FIN220,Corporate Finance,3,A
MONO-040,Mia Holt,B.A. Psychology,351,PSY310,Abnormal Psychology,3,B-
MONO-040,Mia Holt,B.A. Psychology,351,PSY330,Social Psychology,3,B+
MONO-040,Mia Holt,B.A. Psychology,351,SOC210,Sociology,3,A
MONO-040,Mia Holt,B.A. Psychology,351,PSY230,Developmental Psychology,3,A-
MONO-040,Mia Holt,B.A. Psychology,351,PSY210,Cognitive Psychology,3,B
MONO-040,Mia Holt,B.A. Psychology,351,PSY101,Intro to Psychology,3,A-
MONO-040,Mia Holt,B.A. Psychology,351,BIO150,Neuroscience,3,A-
MONO-040,Mia Holt,B.A. Psychology,351,STAT205,Behavioral Statistics,3,A
MONO-040,Mia Holt,B.A. Psychology,351,PHIL220,Ethics,3,B
MONO-040,Mia Holt,B.A. Psychology,351,PSY410,Research Methods,4,C+
MONO-041,Owen Lopez,B.S. Computer Science,384,CS330,Computer Architecture,3,C+
MONO-041,Owen Lopez,B.S. Computer Science,384,STAT310,Probability,3,C
MONO-041,Owen Lopez,B.S. Computer Science,384,CS101,Intro to Computer Science,4,B-
MONO-041,Owen Lopez,B.S. Computer Science,384,CS201,Programming Languages,3,A-
MONO-041,Owen Lopez,B.S. Computer Science,384,CS410,Databases,3,B+
MONO-041,Owen Lopez,B.S. Computer Science,384,MATH420,Cryptography,3,B
MONO-041,Owen Lopez,B.S. Computer Science,384,CS420,Networks,4,C
MONO-041,Owen Lopez,B.S. Computer Science,384,CS470,Software Engineering,3,B-
MONO-041,Owen Lopez,B.S. Computer Science,384,CS360,Operating Systems,3,A-
MONO-041,Owen Lopez,B.S. Computer Science,384,CS240,Data Structures,3,A
MONO-042,Abby Singh,B.S. Computer Science,301,CS320,Algorithms,3,A-
MONO-042,Abby Singh,B.S. Computer Science,301,STAT310,Probability,4,B-
MONO-042,Abby Singh,B.S. Computer Science,301,CS240,Data Structures,3,A
MONO-042,Abby Singh,B.S. Computer Science,301,CS410,Databases,3,A
MONO-042,Abby Singh,B.S. Computer Science,301,CS201,Programming Languages,3,C+
MONO-042,Abby Singh,B.S. Computer Science,301,CS360,Operating Systems,3,A
MONO-042,Abby Singh,B.S. Computer Science,301,CS330,Computer Architecture,4,C+
MONO-042,Abby Singh,B.S. Computer Science,301,CS470,Software Engineering,3,C+
MONO-042,Abby Singh,B.S. Computer Science,301,MATH420,Cryptography,3,A
MONO-042,Abby Singh,B.S. Computer Science,301,CS420,Networks,3,A
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,ME410,Heat Transfer,3,B+
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,ME230,Materials Science,4,A
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,ME210,Thermodynamics,4,A-
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,ME330,Machine Design,3,A
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,ME420,Control Systems,4,A-
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,ME310,Fluid Mechanics,4,A
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,PHYS121,Physics I,3,B-
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,ENGR300,Engineering Ethics,4,C+
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,MATH251,Differential Equations,3,B+
MONO-043,Ella Ellis,B.S. Mechanical Engineering,312,ME101,Engineering Mechanics,3,B-
MONO-044,Zoe Khan,B.A. Psychology,286,PSY101,Intro to Psychology,3,B+
MONO-044,Zoe Khan,B.A. Psychology,286,PSY410,Research Methods,3,B+
MONO-044,Zoe Khan,B.A. Psychology,286,PHIL220,Ethics,3,A-
MONO-044,Zoe Khan,B.A. Psychology,286,PSY210,Cognitive Psychology,3,B
MONO-044,Zoe Khan,B.A. Psychology,286,STAT205,Behavioral Statistics,3,B+
MONO-044,Zoe Khan,B.A. Psychology,286,BIO150,Neuroscience,3,B-
MONO-044,Zoe Khan,B.A. Psychology,286,PSY330,Social Psychology,3,A-
MONO-044,Zoe Khan,B.A. Psychology,286,PSY310,Abnormal Psychology,3,B+
MONO-044,Zoe Khan,B.A. Psychology,286,PSY230,Developmental Psychology,3,A-
MONO-044,Zoe Khan,B.A. Psychology,286,SOC210,Sociology,4,C+
MONO-045,Hugo Hayes,B.S. Biology,317,BIO410,Microbiology,3,A-
MONO-045,Hugo Hayes,B.S. Biology,317,BIO305,Genetics,3,A-
MONO-045,Hugo Hayes,B.S. Biology,317,BIO320,Ecology,3,B-
MONO-045,Hugo Hayes,B.S. Biology,317,BIO210,Cell Biology,3,A
MONO-045,Hugo Hayes,B.S. Biology,317,BCHM310,Biochemistry,3,B+
MONO-045,Hugo Hayes,B.S. Biology,317,BIO101,General Biology,4,A
MONO-045,Hugo Hayes,B.S. Biology,317,CHEM110,General Chemistry,4,B-
MONO-045,Hugo Hayes,B.S. Biology,317,CHEM210,Organic Chemistry,3,A
MONO-045,Hugo Hayes,B.S. Biology,317,MATH130,Calculus I,3,A-
MONO-045,Hugo Hayes,B.S. Biology,317,STAT215,Biostatistics,3,B+
MONO-046,Faye Price,B.S. Computer Science,332,MATH420,Cryptography,3,C+
MONO-046,Faye Price,B.S. Computer Science,332,CS320,Algorithms,3,A
MONO-046,Faye Price,B.S. Computer Science,332,CS201,Programming Languages,4,A
MONO-046,Faye Price,B.S. Computer Science,332,CS101,Intro to Computer Science,3,A
MONO-046,Faye Price,B.S. Computer Science,332,CS470,Software Engineering,3,A
MONO-046,Faye Price,B.S. Computer Science,332,CS410,Databases,4,B-
MONO-046,Faye Price,B.S. Computer Science,332,CS420,Networks,3,B
MONO-046,Faye Price,B.S. Computer Science,332,CS360,Operating Systems,4,C+
MONO-046,Faye Price,B.S. Computer Science,332,STAT310,Probability,3,B-
MONO-046,Faye Price,B.S. Computer Science,332,CS240,Data Structures,4,B+
MONO-047,Sara Zhao,B.S. Computer Science,324,CS101,Intro to Computer Science,4,A-
MONO-047,Sara Zhao,B.S. Computer Science,324,CS420,Networks,3,B-
MONO-047,Sara Zhao,B.S. Computer Science,324,CS201,Programming Languages,3,B+
MONO-047,Sara Zhao,B.S. Computer Science,324,CS240,Data Structures,3,A-
MONO-047,Sara Zhao,B.S. Computer Science,324,CS460,Machine Learning,3,A
MONO-047,Sara Zhao,B.S. Computer Science,324,CS320,Algorithms,3,A-
MONO-047,Sara Zhao,B.S. Computer Science,324,CS330,Computer Architecture,3,A
MONO-047,Sara Zhao,B.S. Computer Science,324,CS470,Software Engineering,4,B
MONO-047,Sara Zhao,B.S. Computer Science,324,MATH420,Cryptography,3,B+
MONO-047,Sara Zhao,B.S. Computer Science,324,CS360,Operating Systems,4,C
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,ME330,Machine Design,3,A-
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,ME230,Materials Science,3,C+
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,MATH251,Differential Equations,3,C
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,PHYS121,Physics I,4,A-
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,ME310,Fluid Mechanics,4,B+
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,ME210,Thermodynamics,4,B-
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,ME101,Engineering Mechanics,3,C
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,ENGR300,Engineering Ethics,3,A-
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,ME410,Heat Transfer,3,A
MONO-048,Jade Gupta,B.S. Mechanical Engineering,357,ME420,Control Systems,4,A
MONO-049,Ethan James,B.S. Computer Science,386,CS420,Networks,3,B+
MONO-049,Ethan James,B.S. Computer Science,386,CS201,Programming Languages,4,A-
MONO-049,Ethan James,B.S. Computer Science,386,STAT310,Probability,3,A
MONO-049,Ethan James,B.S. Computer Science,386,CS101,Intro to Computer Science,3,B+
MONO-049,Ethan James,B.S. Computer Science,386,CS320,Algorithms,3,A-
MONO-049,Ethan James,B.S. Computer Science,386,CS360,Operating Systems,4,A-
MONO-049,Ethan James,B.S. Computer Science,386,CS240,Data Structures,3,A-
MONO-049,Ethan James,B.S. Computer Science,386,CS330,Computer Architecture,4,C+
MONO-049,Ethan James,B.S. Computer Science,386,CS410,Databases,3,B+
MONO-049,Ethan James,B.S. Computer Science,386,CS460,Machine Learning,3,C
MONO-050,Cody Dunn,B.A. Psychology,340,BIO150,Neuroscience,3,B+
MONO-050,Cody Dunn,B.A. Psychology,340,SOC210,Sociology,3,C
MONO-050,Cody Dunn,B.A. Psychology,340,PSY330,Social Psychology,4,B+
MONO-050,Cody Dunn,B.A. Psychology,340,PHIL220,Ethics,3,A-
MONO-050,Cody Dunn,B.A. Psychology,340,STAT205,Behavioral Statistics,3,C+
MONO-050,Cody Dunn,B.A. Psychology,340,PSY101,Intro to Psychology,3,A
MONO-050,Cody Dunn,B.A. Psychology,340,PSY210,Cognitive Psychology,4,C
MONO-050,Cody Dunn,B.A. Psychology,340,PSY230,Developmental Psychology,4,B
MONO-050,Cody Dunn,B.A. Psychology,340,PSY310,Abnormal Psychology,3,A
MONO-050,Cody Dunn,B.A. Psychology,340,PSY410,Research Methods,3,C+
